Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,TimeOccurrence
34219,,2023-11-26 18:00:00,27-11-2023 16:54,17,373,5,39,0,5,3,9,1,2023-12-10 13:00:00,16:54
34220,,2023-11-26 19:00:00,27-11-2023 05:40,22,168,0,20,1,2,0,9,1,2024-02-18 23:00:00,05:40
34221,,2023-11-26 20:00:00,26-11-2023 23:20,1,277,4,60,0,5,1,12,1,2023-12-27 04:00:00,23:20
34222,,2023-11-26 21:00:00,27-11-2023 13:50,17,360,1,23,0,3,3,5,1,2024-01-16 03:00:00,13:50
34223,,2023-11-26 22:00:00,27-11-2023 07:02,21,311,8,41,1,4,0,18,1,2024-01-25 20:00:00,07:02
34224,,2023-11-26 23:00:00,27-11-2023 18:06,1,411,8,42,1,4,0,10,0,,18:06
34225,,2023-11-27 00:00:00,27-11-2023 16:56,8,562,18,49,0,5,2,11,0,,16:56
34226,,2023-11-27 01:00:00,27-11-2023 15:29,24,522,1,52,0,5,3,19,1,2023-12-29 06:00:00,15:29
34227,,2023-11-27 02:00:00,27-11-2023 18:57,2,294,6,38,1,2,1,15,0,,18:57
34228,,2023-11-27 03:00:00,27-11-2023 21:49,2,330,19,30,0,0,1,1,1,2023-12-17 03:00:00,21:49
34229,,2023-11-27 04:00:00,27-11-2023 17:49,17,538,17,49,1,5,1,13,0,,17:49
34230,,2023-11-27 05:00:00,27-11-2023 08:34,14,537,20,72,1,2,3,2,0,,08:34
34231,,2023-11-27 06:00:00,27-11-2023 21:22,8,464,18,37,0,5,2,8,0,,21:22
34232,,2023-11-27 07:00:00,28-11-2023 05:13,3,257,1,43,1,1,3,18,1,2024-01-11 13:00:00,05:13
34233,,2023-11-27 08:00:00,27-11-2023 21:17,5,379,4,56,1,6,1,19,1,2023-12-06 16:00:00,21:17
34234,,2023-11-27 09:00:00,27-11-2023 15:07,4,584,11,42,1,4,3,8,1,2024-02-03 03:00:00,15:07
34235,,2023-11-27 10:00:00,27-11-2023 19:04,16,113,20,47,0,4,3,15,1,2024-02-17 07:00:00,19:04
34236,,2023-11-27 11:00:00,28-11-2023 06:44,5,180,19,27,0,6,1,17,0,,06:44
34237,,2023-11-27 12:00:00,28-11-2023 07:40,5,473,20,22,1,2,3,13,1,2023-12-12 12:00:00,07:40
34238,,2023-11-27 13:00:00,28-11-2023 12:46,26,160,6,26,0,4,1,10,0,,12:46
34239,,2023-11-27 14:00:00,28-11-2023 00:22,17,373,10,57,0,3,1,7,0,,00:22
34240,,2023-11-27 15:00:00,28-11-2023 03:02,21,585,10,56,0,2,1,8,1,2024-11-08 02:00:00,03:02
34241,,2023-11-27 16:00:00,28-11-2023 10:55,13,333,15,26,0,4,3,7,1,2024-03-27 07:00:00,10:55
34242,,2023-11-27 17:00:00,28-11-2023 07:16,5,580,8,43,1,4,0,5,0,,07:16
34243,,2023-11-27 18:00:00,28-11-2023 11:00,17,160,5,53,1,1,3,12,0,,11:00
34244,,2023-11-27 19:00:00,28-11-2023 08:45,2,339,2,59,0,2,1,14,0,,08:45
34245,,2023-11-27 20:00:00,28-11-2023 16:17,2,427,4,69,1,6,1,17,0,,16:17
34246,,2023-11-27 21:00:00,28-11-2023 19:08,13,230,3,38,0,2,1,2,0,,19:08
34247,,2023-11-27 22:00:00,28-11-2023 08:32,10,138,16,53,1,2,3,12,0,,08:32
34248,,2023-11-27 23:00:00,28-11-2023 04:18,2,328,5,30,0,6,3,10,1,2023-12-19 19:00:00,04:18
34249,,2023-11-28 00:00:00,28-11-2023 01:28,10,562,7,21,0,5,1,15,1,2024-02-04 22:00:00,01:28
34250,,2023-11-28 01:00:00,28-11-2023 22:52,21,364,5,45,1,2,3,3,0,,22:52
34251,,2023-11-28 02:00:00,28-11-2023 05:14,2,123,5,63,0,1,3,6,0,,05:14
34252,,2023-11-28 03:00:00,29-11-2023 00:36,7,111,13,49,0,1,1,8,1,2024-01-26 08:00:00,00:36
34253,,2023-11-28 04:00:00,29-11-2023 01:56,2,298,9,71,1,3,1,5,1,2023-12-19 10:00:00,01:56
34254,,2023-11-28 05:00:00,28-11-2023 18:14,5,435,11,50,0,4,3,14,0,,18:14
34255,,2023-11-28 06:00:00,28-11-2023 17:56,2,473,16,74,0,3,3,18,0,,17:56
34256,,2023-11-28 07:00:00,28-11-2023 08:44,5,292,10,33,1,1,1,13,0,,08:44
34257,,2023-11-28 08:00:00,28-11-2023 23:47,8,290,18,16,0,3,2,9,1,2023-12-07 09:00:00,23:47
34258,2023-01-12 08:00:00,2023-11-28 09:00:00,28-11-2023 19:26,5,553,12,51,1,3,1,9,0,,19:26
34259,,2023-11-28 10:00:00,28-11-2023 10:04,15,116,1,39,0,5,3,3,0,,10:04
34260,,2023-11-28 11:00:00,28-11-2023 17:14,2,176,10,15,1,5,1,3,0,,17:14
34261,,2023-11-28 12:00:00,28-11-2023 23:14,17,184,8,45,0,3,0,10,0,,23:14
34262,2023-01-12 11:00:00,2023-11-28 13:00:00,28-11-2023 16:44,24,133,2,46,1,5,1,13,1,2024-01-29 11:00:00,16:44
34263,,2023-11-28 14:00:00,29-11-2023 13:35,2,264,5,70,0,5,3,16,1,2023-12-23 20:00:00,13:35
34264,,2023-11-28 15:00:00,29-11-2023 03:25,17,463,4,26,0,0,1,4,0,,03:25
34265,,2023-11-28 16:00:00,29-11-2023 02:15,2,250,18,20,0,1,2,11,0,,02:15
34266,2023-01-12 12:00:00,2023-11-28 17:00:00,28-11-2023 21:04,21,469,17,10,0,5,1,4,0,,21:04
34267,,2023-11-28 18:00:00,28-11-2023 21:43,17,575,15,31,1,5,3,18,1,2024-01-20 07:00:00,21:43
34268,,2023-11-28 19:00:00,28-11-2023 19:59,10,128,4,51,0,3,1,12,1,2023-12-07 23:00:00,19:59
34269,2023-01-12 17:00:00,2023-11-28 20:00:00,29-11-2023 08:18,4,367,15,16,0,4,3,6,0,,08:18
34270,2023-01-12 02:00:00,2023-11-28 21:00:00,29-11-2023 11:42,21,534,7,67,1,0,1,17,0,,11:42
34271,,2023-11-28 22:00:00,29-11-2023 05:25,7,354,2,30,0,2,1,8,1,2024-04-26 16:00:00,05:25
34272,,2023-11-28 23:00:00,29-11-2023 04:32,9,523,9,64,0,3,1,17,1,2024-01-03 11:00:00,04:32
34273,,2023-11-29 00:00:00,29-11-2023 01:54,8,409,9,33,0,1,1,18,0,,01:54
34274,,2023-11-29 01:00:00,29-11-2023 04:06,2,395,18,40,0,1,2,10,1,2023-12-03 02:00:00,04:06
34275,,2023-11-29 02:00:00,29-11-2023 07:09,1,419,13,18,0,0,1,3,1,2024-01-19 17:00:00,07:09
34276,,2023-11-29 03:00:00,29-11-2023 16:35,0,287,0,48,1,5,0,18,1,2023-12-17 11:00:00,16:35
34277,,2023-11-29 04:00:00,29-11-2023 14:59,1,219,20,76,0,0,3,8,1,2023-12-12 08:00:00,14:59
34278,,2023-11-29 05:00:00,29-11-2023 05:41,17,337,8,70,0,4,0,16,1,2024-02-16 19:00:00,05:41
34279,,2023-11-29 06:00:00,29-11-2023 09:37,21,339,12,68,0,5,1,11,1,2023-12-18 22:00:00,09:37
34280,2023-02-12 00:00:00,2023-11-29 07:00:00,29-11-2023 17:25,17,375,9,68,1,2,1,13,0,,17:25
34281,2023-01-12 19:00:00,2023-11-29 08:00:00,30-11-2023 06:09,28,477,20,50,0,0,3,18,0,,06:09
34282,,2023-11-29 09:00:00,29-11-2023 21:10,28,499,19,63,0,0,1,10,0,,21:10
34283,,2023-11-29 10:00:00,29-11-2023 15:28,17,553,1,16,0,5,3,14,0,,15:28
34284,,2023-11-29 11:00:00,29-11-2023 22:01,17,486,1,56,0,4,3,3,0,,22:01
34285,,2023-11-29 12:00:00,30-11-2023 02:38,3,314,15,15,0,2,3,13,0,,02:38
34286,2023-01-12 00:00:00,2023-11-29 13:00:00,30-11-2023 00:52,24,552,1,42,0,3,3,18,1,2024-01-19 00:00:00,00:52
34287,,2023-11-29 14:00:00,30-11-2023 06:16,10,370,1,18,1,2,3,10,0,,06:16
34288,,2023-11-29 15:00:00,29-11-2023 21:19,24,186,12,36,0,0,1,3,1,2024-01-24 10:00:00,21:19
34289,,2023-11-29 16:00:00,29-11-2023 18:32,20,563,12,40,0,2,1,4,0,,18:32
34290,2023-01-12 06:00:00,2023-11-29 17:00:00,30-11-2023 14:26,2,388,3,54,0,6,1,18,1,2024-01-19 06:00:00,14:26
34291,,2023-11-29 18:00:00,29-11-2023 18:49,5,177,19,61,0,2,1,5,1,2024-02-24 06:00:00,18:49
34292,2023-02-12 13:00:00,2023-11-29 19:00:00,29-11-2023 22:17,0,443,16,46,0,0,3,4,1,2024-07-13 13:00:00,22:17
34293,,2023-11-29 20:00:00,30-11-2023 05:29,20,110,2,68,0,4,1,1,1,2024-01-10 03:00:00,05:29
34294,2023-01-12 00:00:00,2023-11-29 21:00:00,30-11-2023 10:23,2,290,9,77,0,4,1,17,1,2023-12-18 00:00:00,10:23
34295,2023-01-12 18:00:00,2023-11-29 22:00:00,30-11-2023 21:43,3,341,7,68,1,1,1,19,0,,21:43
34296,2023-01-12 03:00:00,2023-11-29 23:00:00,30-11-2023 05:50,2,523,20,60,1,3,3,1,1,2024-02-06 03:00:00,05:50
34297,2023-01-12 17:00:00,2023-11-30 00:00:00,30-11-2023 19:30,9,593,11,13,0,0,3,6,1,2023-12-23 17:00:00,19:30
34298,2023-02-12 09:00:00,2023-11-30 01:00:00,30-11-2023 15:23,12,219,1,78,1,0,3,5,0,,15:23
34299,,2023-11-30 02:00:00,30-11-2023 16:16,3,140,1,67,0,2,3,13,0,,16:16
34300,2023-01-12 16:00:00,2023-11-30 03:00:00,30-11-2023 06:01,21,226,7,31,1,2,1,7,1,2024-01-16 16:00:00,06:01
34301,2023-03-12 02:00:00,2023-11-30 04:00:00,30-11-2023 14:24,13,347,4,36,0,2,1,4,1,2024-02-27 02:00:00,14:24
34302,2023-02-12 07:00:00,2023-11-30 05:00:00,01-12-2023 01:06,1,442,1,53,0,1,3,5,1,2024-02-16 07:00:00,01:06
34303,,2023-11-30 06:00:00,01-12-2023 02:09,22,296,13,47,0,1,1,10,0,,02:09
34304,2023-01-12 20:00:00,2023-11-30 07:00:00,30-11-2023 10:18,1,592,2,60,0,0,1,16,0,,10:18
34305,,2023-11-30 08:00:00,01-12-2023 06:17,1,535,1,36,0,1,3,6,1,2024-02-08 19:00:00,06:17
34306,,2023-11-30 09:00:00,01-12-2023 08:12,18,333,17,77,0,3,1,19,1,2024-02-16 11:00:00,08:12
34307,2023-01-12 11:00:00,2023-11-30 10:00:00,30-11-2023 17:37,5,241,8,17,0,6,0,8,0,,17:37
34308,2023-03-12 01:00:00,2023-11-30 11:00:00,01-12-2023 10:48,5,326,4,50,0,1,1,9,1,2024-02-28 01:00:00,10:48
34309,2023-02-12 18:00:00,2023-11-30 12:00:00,30-11-2023 18:15,2,560,11,29,0,5,3,12,1,2024-02-18 18:00:00,18:15
34310,2023-02-12 19:00:00,2023-11-30 13:00:00,30-11-2023 19:42,8,469,20,35,0,6,3,1,0,,19:42
34311,,2023-11-30 14:00:00,01-12-2023 02:01,5,353,9,28,1,3,1,19,0,,02:01
34312,2023-02-12 07:00:00,2023-11-30 15:00:00,30-11-2023 19:44,5,442,14,35,0,4,1,3,1,2023-12-06 07:00:00,19:44
34313,2023-01-12 13:00:00,2023-11-30 16:00:00,01-12-2023 06:18,4,178,7,38,0,4,1,5,1,2023-12-16 13:00:00,06:18
34314,2023-03-12 01:00:00,2023-11-30 17:00:00,01-12-2023 09:45,17,337,4,70,0,3,1,12,1,2024-01-31 01:00:00,09:45
34315,2023-03-12 00:00:00,2023-11-30 18:00:00,01-12-2023 14:25,21,246,12,78,1,6,1,18,0,,14:25
34316,2023-03-12 14:00:00,2023-11-30 19:00:00,01-12-2023 02:25,4,235,4,21,0,3,1,4,1,2024-02-06 14:00:00,02:25
34317,2023-02-12 20:00:00,2023-11-30 20:00:00,30-11-2023 21:35,22,470,2,34,0,2,1,12,0,,21:35
34318,2023-01-12 04:00:00,2023-11-30 21:00:00,01-12-2023 07:29,24,543,14,45,0,6,1,19,0,,07:29
34319,2023-03-12 14:00:00,2023-11-30 22:00:00,30-11-2023 23:05,20,473,20,66,1,3,3,7,0,,23:05
34320,2023-03-12 12:00:00,2023-11-30 23:00:00,01-12-2023 21:24,0,367,8,74,1,0,0,17,1,2023-12-14 12:00:00,21:24
34321,2023-03-12 13:00:00,2023-12-01 00:00:00,01-12-2023 15:23,13,224,17,78,1,5,1,12,0,,15:23
34322,2023-03-12 15:00:00,2023-12-01 01:00:00,01-12-2023 06:42,14,242,18,19,0,2,2,3,0,,06:42
34323,2023-01-12 21:00:00,2023-12-01 02:00:00,01-12-2023 08:09,4,463,9,78,1,6,1,17,0,,08:09
34324,2023-02-12 15:00:00,2023-12-01 03:00:00,01-12-2023 16:43,15,467,1,69,1,3,3,8,1,2024-01-24 15:00:00,16:43
34325,2023-02-12 17:00:00,2023-12-01 04:00:00,01-12-2023 15:19,5,501,12,36,0,1,1,18,0,,15:19
34326,2023-03-12 06:00:00,2023-12-01 05:00:00,02-12-2023 00:15,21,455,19,49,0,5,1,8,0,,00:15
34327,2023-04-12 01:00:00,2023-12-01 06:00:00,01-12-2023 17:07,24,293,3,28,0,5,1,14,0,,17:07
34328,2023-02-12 15:00:00,2023-12-01 07:00:00,01-12-2023 15:40,21,433,19,62,1,1,1,11,0,,15:40
34329,2023-03-12 09:00:00,2023-12-01 08:00:00,01-12-2023 17:40,4,573,0,56,0,3,0,16,0,,17:40
34330,2023-02-12 03:00:00,2023-12-01 09:00:00,01-12-2023 20:48,8,270,17,54,0,4,1,18,0,,20:48
34331,2023-04-12 04:00:00,2023-12-01 10:00:00,01-12-2023 15:38,25,281,9,29,1,0,1,5,0,,15:38
34332,2023-02-12 08:00:00,2023-12-01 11:00:00,01-12-2023 16:21,26,524,9,69,1,4,1,10,0,,16:21
34333,2023-02-12 06:00:00,2023-12-01 12:00:00,01-12-2023 18:43,20,201,15,63,1,4,3,15,1,2024-03-16 06:00:00,18:43
34334,2023-01-12 19:00:00,2023-12-01 13:00:00,01-12-2023 20:22,5,557,14,25,0,2,1,11,1,2023-12-25 19:00:00,20:22
34335,2023-04-12 07:00:00,2023-12-01 14:00:00,02-12-2023 08:36,3,129,13,46,0,0,1,16,0,,08:36
34336,2023-03-12 16:00:00,2023-12-01 15:00:00,01-12-2023 22:58,17,228,19,47,0,0,1,16,1,2024-01-24 16:00:00,22:58
34337,2023-02-12 11:00:00,2023-12-01 16:00:00,02-12-2023 02:47,2,150,0,33,0,6,0,8,0,,02:47
34338,2023-02-12 02:00:00,2023-12-01 17:00:00,01-12-2023 17:52,2,244,8,17,1,4,0,9,0,,17:52
34339,2023-04-12 17:00:00,2023-12-01 18:00:00,02-12-2023 15:39,8,316,20,35,0,2,3,11,0,,15:39
34340,2023-02-12 11:00:00,2023-12-01 19:00:00,02-12-2023 06:37,28,468,7,44,1,6,1,2,0,,06:37
34341,2023-02-12 11:00:00,2023-12-01 20:00:00,02-12-2023 09:55,4,279,5,14,0,4,3,18,0,,09:55
34342,2023-01-12 22:00:00,2023-12-01 21:00:00,02-12-2023 04:00,3,305,20,19,0,6,3,1,0,,04:00
34343,2023-02-12 03:00:00,2023-12-01 22:00:00,02-12-2023 13:40,17,335,3,21,1,4,1,19,0,,13:40
34344,2023-02-12 18:00:00,2023-12-01 23:00:00,02-12-2023 21:47,8,562,7,76,1,6,1,7,0,,21:47
34345,2023-02-12 17:00:00,2023-12-02 00:00:00,02-12-2023 12:40,21,392,19,65,1,6,1,15,1,2024-02-03 17:00:00,12:40
34346,2023-04-12 22:00:00,2023-12-02 01:00:00,02-12-2023 17:06,17,206,4,33,0,6,1,6,0,,17:06
34347,2023-04-12 10:00:00,2023-12-02 02:00:00,02-12-2023 21:33,15,313,1,11,0,4,3,1,1,2024-01-28 10:00:00,21:33
34348,2023-04-12 20:00:00,2023-12-02 03:00:00,02-12-2023 11:43,17,163,5,47,0,6,3,1,0,,11:43
34349,2023-02-12 21:00:00,2023-12-02 04:00:00,02-12-2023 17:04,13,399,5,76,0,6,3,10,0,,17:04
34350,2023-04-12 13:00:00,2023-12-02 05:00:00,02-12-2023 11:13,27,167,11,61,0,3,3,3,0,,11:13
34351,2023-03-12 14:00:00,2023-12-02 06:00:00,02-12-2023 06:45,17,271,0,53,0,0,0,9,1,2024-02-25 14:00:00,06:45
34352,2023-04-12 23:00:00,2023-12-02 07:00:00,02-12-2023 16:15,10,143,20,44,1,1,3,17,0,,16:15
34353,2023-03-12 12:00:00,2023-12-02 08:00:00,03-12-2023 01:27,21,447,2,63,0,2,1,13,0,,01:27
34354,2023-03-12 06:00:00,2023-12-02 09:00:00,02-12-2023 21:34,17,192,6,51,1,1,1,12,0,,21:34
34355,2023-04-12 22:00:00,2023-12-02 10:00:00,03-12-2023 04:38,4,567,13,45,0,3,1,16,0,,04:38
34356,2023-04-12 07:00:00,2023-12-02 11:00:00,03-12-2023 05:24,22,113,20,57,1,4,3,2,1,2023-12-14 07:00:00,05:24
34357,2023-05-12 07:00:00,2023-12-02 12:00:00,03-12-2023 02:02,23,314,1,67,0,5,3,12,0,,02:02
34358,2023-05-12 04:00:00,2023-12-02 13:00:00,03-12-2023 08:55,20,501,5,28,1,4,3,11,0,,08:55
34359,2023-02-12 21:00:00,2023-12-02 14:00:00,02-12-2023 18:16,20,567,11,29,0,6,3,17,1,2023-12-17 21:00:00,18:16
34360,2023-04-12 15:00:00,2023-12-02 15:00:00,03-12-2023 06:58,5,479,17,48,0,6,1,15,1,2024-01-24 15:00:00,06:58
34361,2023-04-12 16:00:00,2023-12-02 16:00:00,02-12-2023 21:16,12,573,16,61,0,3,3,3,0,,21:16
34362,2023-05-12 03:00:00,2023-12-02 17:00:00,03-12-2023 03:10,21,361,17,27,0,3,1,14,0,,03:10
34363,2023-05-12 00:00:00,2023-12-02 18:00:00,03-12-2023 14:42,24,343,12,62,0,1,1,17,0,,14:42
34364,2023-03-12 00:00:00,2023-12-02 19:00:00,03-12-2023 00:59,5,126,10,65,1,2,1,5,0,,00:59
34365,2023-03-12 04:00:00,2023-12-02 20:00:00,03-12-2023 03:41,13,149,6,29,0,0,1,13,0,,03:41
34366,2023-03-12 21:00:00,2023-12-02 21:00:00,03-12-2023 12:13,10,461,19,41,1,5,1,5,1,2023-12-12 21:00:00,12:13
34367,2023-05-12 10:00:00,2023-12-02 22:00:00,03-12-2023 18:03,17,444,16,45,1,5,3,6,1,2024-08-04 10:00:00,18:03
34368,2023-03-12 06:00:00,2023-12-02 23:00:00,03-12-2023 20:01,2,450,6,17,1,6,1,1,1,2024-02-17 06:00:00,20:01
34369,2023-03-12 08:00:00,2023-12-03 00:00:00,03-12-2023 17:48,17,590,19,32,0,1,1,19,0,,17:48
34370,2023-03-12 22:00:00,2023-12-03 01:00:00,03-12-2023 01:26,1,388,11,59,1,1,3,9,0,,01:26
34371,2023-03-12 16:00:00,2023-12-03 02:00:00,03-12-2023 12:06,4,540,16,11,0,3,3,15,0,,12:06
34372,2023-05-12 07:00:00,2023-12-03 03:00:00,03-12-2023 10:23,14,345,16,22,0,2,3,7,0,,10:23
34373,2023-04-12 02:00:00,2023-12-03 04:00:00,03-12-2023 10:58,21,296,7,69,0,3,1,10,1,2024-02-12 02:00:00,10:58
34374,2023-04-12 16:00:00,2023-12-03 05:00:00,03-12-2023 10:48,14,531,14,44,0,1,1,19,1,2023-12-19 16:00:00,10:48
34375,2023-04-12 09:00:00,2023-12-03 06:00:00,03-12-2023 07:44,10,429,7,75,1,4,1,10,1,2023-12-12 09:00:00,07:44
34376,2023-03-12 21:00:00,2023-12-03 07:00:00,03-12-2023 21:12,14,439,0,77,0,0,0,13,0,,21:12
34377,2023-04-12 12:00:00,2023-12-03 08:00:00,03-12-2023 20:16,2,308,18,36,1,2,2,12,1,2023-12-18 12:00:00,20:16
34378,2023-05-12 23:00:00,2023-12-03 09:00:00,03-12-2023 23:11,8,507,18,35,0,5,2,9,1,2023-12-29 23:00:00,23:11
34379,2023-03-12 20:00:00,2023-12-03 10:00:00,04-12-2023 06:44,5,456,5,18,1,6,3,4,1,2023-12-12 20:00:00,06:44
34380,2023-04-12 22:00:00,2023-12-03 11:00:00,03-12-2023 14:26,19,586,12,57,0,4,1,17,1,2023-12-13 22:00:00,14:26
34381,2023-03-12 21:00:00,2023-12-03 12:00:00,04-12-2023 00:04,24,484,1,40,0,0,3,2,1,2024-01-21 21:00:00,00:04
34382,2023-04-12 19:00:00,2023-12-03 13:00:00,04-12-2023 05:18,14,281,15,33,0,6,3,3,1,2024-05-31 19:00:00,05:18
34383,2023-05-12 03:00:00,2023-12-03 14:00:00,03-12-2023 20:14,1,351,10,47,1,4,1,4,1,2025-10-03 03:00:00,20:14
34384,2023-06-12 04:00:00,2023-12-03 15:00:00,03-12-2023 16:07,15,145,19,72,0,4,1,2,1,2024-02-23 04:00:00,16:07
34385,2023-04-12 17:00:00,2023-12-03 16:00:00,03-12-2023 20:04,8,308,6,62,0,4,1,6,0,,20:04
34386,2023-05-12 06:00:00,2023-12-03 17:00:00,04-12-2023 02:21,15,257,2,15,0,6,1,18,1,2024-03-17 06:00:00,02:21
34387,2023-05-12 00:00:00,2023-12-03 18:00:00,04-12-2023 10:54,13,162,15,62,0,2,3,3,1,2024-02-27 00:00:00,10:54
34388,2023-05-12 08:00:00,2023-12-03 19:00:00,04-12-2023 00:00,12,381,7,71,1,2,1,7,1,2024-01-18 08:00:00,00:00
34389,2023-06-12 08:00:00,2023-12-03 20:00:00,04-12-2023 00:50,4,212,13,37,1,4,1,19,1,2024-01-19 08:00:00,00:50
34390,2023-06-12 06:00:00,2023-12-03 21:00:00,04-12-2023 10:31,18,268,14,36,0,1,1,19,0,,10:31
34391,2023-04-12 04:00:00,2023-12-03 22:00:00,04-12-2023 17:14,4,572,17,34,0,1,1,15,0,,17:14
34392,2023-05-12 11:00:00,2023-12-03 23:00:00,04-12-2023 11:14,13,581,2,27,0,3,1,16,0,,11:14
34393,2023-05-12 19:00:00,2023-12-04 00:00:00,04-12-2023 20:20,13,428,2,28,1,4,1,3,0,,20:20
34394,2023-05-12 16:00:00,2023-12-04 01:00:00,04-12-2023 01:56,3,204,0,78,0,2,0,1,1,2023-12-28 16:00:00,01:56
34395,2023-04-12 11:00:00,2023-12-04 02:00:00,04-12-2023 23:48,3,289,9,38,0,2,1,16,0,,23:48
34396,2023-04-12 19:00:00,2023-12-04 03:00:00,04-12-2023 19:31,23,480,4,54,0,2,1,10,0,,19:31
34397,2023-06-12 12:00:00,2023-12-04 04:00:00,04-12-2023 11:34,8,578,7,38,0,4,1,3,0,,11:34
34398,2023-04-12 19:00:00,2023-12-04 05:00:00,04-12-2023 11:03,7,427,2,12,0,6,1,14,0,,11:03
34399,2023-04-12 13:00:00,2023-12-04 06:00:00,04-12-2023 23:09,5,235,7,72,0,4,1,5,1,2024-03-02 13:00:00,23:09
34400,2023-07-12 03:00:00,2023-12-04 07:00:00,04-12-2023 14:24,5,243,14,54,0,1,1,14,1,2023-12-21 03:00:00,14:24
34401,2023-04-12 22:00:00,2023-12-04 08:00:00,04-12-2023 17:33,21,104,5,74,1,3,3,9,1,2024-02-07 22:00:00,17:33
34402,2023-05-12 01:00:00,2023-12-04 09:00:00,05-12-2023 07:24,5,372,7,41,0,0,1,12,0,,07:24
34403,2023-05-12 22:00:00,2023-12-04 10:00:00,04-12-2023 21:22,8,127,0,24,0,3,0,4,1,2024-02-11 22:00:00,21:22
34404,2023-06-12 22:00:00,2023-12-04 11:00:00,04-12-2023 22:07,13,131,5,53,0,2,3,17,0,,22:07
34405,2023-04-12 20:00:00,2023-12-04 12:00:00,05-12-2023 07:39,18,448,13,20,0,3,1,15,1,2024-02-24 20:00:00,07:39
34406,2023-04-12 15:00:00,2023-12-04 13:00:00,04-12-2023 13:13,14,470,0,30,1,5,0,13,0,,13:13
34407,2023-05-12 03:00:00,2023-12-04 14:00:00,05-12-2023 11:37,21,472,3,23,1,0,1,8,0,,11:37
34408,2023-05-12 20:00:00,2023-12-04 15:00:00,04-12-2023 22:45,2,127,1,62,0,4,3,8,0,,22:45
34409,2023-07-12 02:00:00,2023-12-04 16:00:00,05-12-2023 13:30,17,347,17,18,1,5,1,12,1,2023-12-23 02:00:00,13:30
34410,2023-07-12 12:00:00,2023-12-04 17:00:00,04-12-2023 21:23,17,579,6,57,1,3,1,5,1,2023-12-24 12:00:00,21:23
34411,2023-06-12 22:00:00,2023-12-04 18:00:00,04-12-2023 18:23,5,466,2,50,0,1,1,10,1,2024-03-01 22:00:00,18:23
34412,2023-05-12 04:00:00,2023-12-04 19:00:00,05-12-2023 07:47,2,264,0,75,0,3,0,9,1,2024-01-10 04:00:00,07:47
34413,2023-05-12 03:00:00,2023-12-04 20:00:00,05-12-2023 10:16,5,415,12,40,0,1,1,4,1,2024-02-15 03:00:00,10:16
34414,2023-05-12 14:00:00,2023-12-04 21:00:00,05-12-2023 14:17,13,522,4,78,0,6,1,16,0,,14:17
34415,2023-07-12 11:00:00,2023-12-04 22:00:00,05-12-2023 04:38,17,357,12,54,0,5,1,19,0,,04:38
34416,2023-07-12 16:00:00,2023-12-04 23:00:00,05-12-2023 10:12,17,337,18,19,0,1,2,17,0,,10:12
34417,2023-07-12 19:00:00,2023-12-05 00:00:00,05-12-2023 03:11,7,120,16,70,0,6,3,10,1,2025-10-11 19:00:00,03:11
34418,2023-07-12 08:00:00,2023-12-05 01:00:00,05-12-2023 08:33,21,524,12,77,0,3,1,17,0,,08:33
34419,2023-05-12 15:00:00,2023-12-05 02:00:00,05-12-2023 18:18,24,540,4,33,0,0,1,6,1,2024-01-10 15:00:00,18:18
34420,2023-06-12 04:00:00,2023-12-05 03:00:00,05-12-2023 14:25,12,474,0,16,0,4,0,3,0,,14:25
34421,2023-05-12 12:00:00,2023-12-05 04:00:00,05-12-2023 10:45,17,269,0,41,0,5,0,5,0,,10:45
34422,2023-08-12 03:00:00,2023-12-05 05:00:00,06-12-2023 00:58,17,296,13,23,1,2,1,10,1,2023-12-23 03:00:00,00:58
34423,2023-08-12 01:00:00,2023-12-05 06:00:00,05-12-2023 09:05,28,479,3,19,0,1,1,15,1,2024-03-02 01:00:00,09:05
34424,2023-07-12 05:00:00,2023-12-05 07:00:00,05-12-2023 08:40,5,142,10,16,0,5,1,2,0,,08:40
34425,2023-07-12 00:00:00,2023-12-05 08:00:00,05-12-2023 09:28,12,274,0,57,1,5,0,6,0,,09:28
34426,2023-07-12 07:00:00,2023-12-05 09:00:00,05-12-2023 19:31,24,117,0,17,0,6,0,9,0,,19:31
34427,2023-05-12 13:00:00,2023-12-05 10:00:00,06-12-2023 01:50,14,150,7,74,0,6,1,15,0,,01:50
34428,2023-07-12 19:00:00,2023-12-05 11:00:00,06-12-2023 07:08,17,232,15,26,0,5,3,11,1,2024-03-24 19:00:00,07:08
34429,2023-07-12 09:00:00,2023-12-05 12:00:00,06-12-2023 05:33,21,354,4,32,0,2,1,8,0,,05:33
34430,2023-08-12 07:00:00,2023-12-05 13:00:00,06-12-2023 08:23,17,386,7,56,0,4,1,8,0,,08:23
34431,2023-07-12 10:00:00,2023-12-05 14:00:00,06-12-2023 13:48,0,138,4,48,0,2,1,5,0,,13:48
34432,2023-07-12 15:00:00,2023-12-05 15:00:00,06-12-2023 09:30,1,226,10,53,1,3,1,4,0,,09:30
34433,2023-06-12 15:00:00,2023-12-05 16:00:00,05-12-2023 23:00,17,491,15,55,0,2,3,8,0,,23:00
